"Date","Price","Open","High","Low","Vol.","Change %"
"2023/04/09","1,054.00","1,012.50","1,071.10","995.80","85.07K","3.66%"
"2023/04/02","1,016.80","1,001.00","1,036.90","987.10","70.71K","1.37%"
"2023/03/26","1,003.10","993.80","1,005.00","965.00","58.29K","1.29%"
"2023/03/19","990.30","986.10","1,009.00","967.10","45.19K","0.96%"
"2023/03/12","980.90","975.00","1,014.60","957.00","22.20K","1.60%"
"2023/03/05","965.50","985.10","988.30","936.80","25.64K","-1.98%"
"2023/02/26","985.00","917.40","990.90","910.00","11.35K","8.46%"
"2023/02/19","908.20","925.00","966.40","923.00","6.85K","-2.02%"
"2023/02/12","926.90","955.00","968.70","914.60","6.22K","-3.14%"
"2023/02/05","956.90","988.80","1,001.00","954.10","1.89K","-3.06%"
"2023/01/29","987.10","1,027.10","1,050.10","984.50","2.05K","-2.92%"
"2023/01/22","1,016.80","1,055.50","1,068.80","1,004.10","86.09K","-2.96%"
"2023/01/15","1,047.80","1,074.70","1,085.10","1,015.00","96.81K","-2.30%"
"2023/01/08","1,072.50","1,109.50","1,117.00","1,055.10","84.48K","-2.88%"
"2023/01/01","1,104.30","1,086.90","1,112.10","1,057.30","78.96K","1.98%"
"2022/12/25","1,082.90","1,032.60","1,087.60","1,014.00","61.60K","4.87%"
"2022/12/18","1,032.60","1,003.10","1,038.00","975.40","60.88K","2.81%"
"2022/12/11","1,004.40","1,034.80","1,058.70","1,000.70","26.01K","-3.26%"
"2022/12/04","1,038.20","1,026.80","1,041.90","988.50","16.67K","0.90%"
"2022/11/27","1,028.90","1,000.40","1,067.70","998.80","12.28K","3.99%"
"2022/11/20","989.40","985.50","1,010.30","970.50","5.63K","0.58%"
"2022/11/13","983.70","1,037.00","1,044.70","981.00","2.87K","-4.92%"
"2022/11/06","1,034.60","956.40","1,066.50","951.40","4.93K","8.00%"
"2022/10/30","958.00","943.20","967.40","910.50","1.47K","1.23%"
"2022/10/23","946.40","935.10","974.10","907.60","82.19K","1.34%"
"2022/10/16","933.90","896.90","937.50","875.00","93.19K","4.36%"
"2022/10/09","894.90","914.30","916.00","861.90","99.65K","-2.51%"
"2022/10/02","917.90","856.80","941.20","856.20","103.13K","6.84%"
"2022/09/25","859.10","850.70","875.80","838.00","62.25K","0.30%"
"2022/09/18","856.50","903.10","934.30","850.60","43.80K","-4.42%"
"2022/09/11","896.10","875.90","916.80","867.30","23.51K","2.12%"
"2022/09/04","877.50","818.00","882.40","818.00","16.38K","6.71%"
"2022/08/28","822.30","857.80","857.80","801.20","10.51K","-4.35%"
"2022/08/21","859.70","890.00","893.20","855.80","6.13K","-3.34%"
"2022/08/14","889.40","965.20","965.20","880.00","1.84K","-7.44%"
"2022/08/07","960.90","930.20","975.50","920.00","1.53K","3.76%"
"2022/07/31","926.10","888.80","941.70","883.60","1.40K","3.87%"
"2022/07/24","891.60","865.00","900.40","853.60","34.71K","2.81%"
"2022/07/17","867.20","833.80","878.10","830.70","64.52K","4.37%"
"2022/07/10","830.90","884.60","886.00","806.70","76.04K","-5.88%"
"2022/07/03","882.80","878.30","891.60","832.00","77.36K","1.32%"
"2022/06/26","871.30","904.70","933.00","850.10","77.86K","-3.54%"
"2022/06/19","903.30","931.40","954.70","900.20","44.01K","-2.95%"
"2022/06/12","930.80","974.30","975.60","910.80","26.36K","-4.33%"
"2022/06/05","972.90","1,020.70","1,039.00","955.00","22.42K","-4.41%"
"2022/05/29","1,017.80","948.40","1,036.90","945.00","8.63K","7.69%"
"2022/05/22","945.10","949.70","971.80","923.90","6.01K","0.45%"
"2022/05/15","940.90","934.40","960.70","910.00","1.85K","1.01%"
"2022/05/08","931.50","942.00","990.00","914.00","2.96K","-2.58%"
"2022/05/01","956.20","937.30","992.00","911.00","2.71K","1.67%"
"2022/04/24","940.50","924.00","942.90","895.40","63.42K","1.41%"
"2022/04/17","927.40","995.00","1,026.40","923.00","84.49K","-6.72%"
"2022/04/10","994.20","976.30","997.00","960.50","49.18K","1.91%"
"2022/04/03","975.60","989.30","1,002.00","941.40","74.76K","-1.31%"
"2022/03/27","988.60","1,010.30","1,011.20","982.10","54.56K","-2.19%"
"2022/03/20","1,010.70","1,031.50","1,049.90","1,004.90","35.06K","-2.45%"
"2022/03/13","1,036.10","1,093.60","1,094.20","983.40","19.75K","-4.60%"
"2022/03/06","1,086.10","1,126.00","1,190.00","1,063.90","22.28K","-2.73%"
"2022/02/27","1,116.60","1,075.10","1,128.00","1,035.90","10.79K","6.23%"
"2022/02/20","1,051.10","1,071.00","1,097.50","1,049.40","5.05K","-2.44%"
"2022/02/13","1,077.40","1,039.90","1,098.20","1,006.90","4.11K","5.67%"
"2022/02/06","1,019.60","1,028.30","1,058.60","1,005.10","4.34K","-0.49%"
"2022/01/30","1,024.60","1,011.90","1,046.60","1,010.30","6.07K","1.81%"
"2022/01/23","1,006.40","1,034.00","1,064.60","992.00","72.95K","-2.77%"
"2022/01/16","1,035.10","966.20","1,057.50","959.60","91.83K","7.31%"
"2022/01/09","964.60","958.10","983.00","919.50","73.20K","0.85%"
"2022/01/02","956.50","968.70","1,004.80","928.70","83.69K","-1.00%"
